 #NTuple/Z0                                                                     
  
 output from Ecalc9f version   2.09
  settings: 
    particle type:            2
    pzmin/pzmax:   0.000000000000000E+000 /   100.000000000000     
    transverse cuts:   0.000000000000000E+000  0.000000000000000E+000
    longitudinal cut:   0.000000000000000E+000
    RF frequency (MHz):    352.000000000000     
    sigma cut:    4.00000000000000     
    subtract out amplitude correlation
    wrnew9 =  F
 
regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
     1  0.0000E+00  0.0000E+00  0.5129E-02  0.9991E-02  0.2625E-06 -0.2335E-01  0.2082E+00  0.3786E+00  0.6569E-02  0.8610E+00  0.2623E+00  0.5360E+05  0.5360E+05  0.5360E+05 -0.5472E-03  0.1474E-01  0.2472E-09  0.5334E-01 -0.5487E-09  0.1473E-01 -0.6734E-02 -0.1593E-02 -0.6337E-02 -0.1776E-02 -0.8783E-02  0.1141E-01
     2  0.2300E+01  0.8132E-16  0.5083E-02  0.1024E-01  0.2669E-06 -0.2079E-01  0.2056E+00  0.3984E+00  0.1031E+00  0.5986E+00  0.1344E+00  0.5329E+05  0.5329E+05  0.5329E+05 -0.8461E-03  0.1732E-01  0.2154E-09  0.5990E-01  0.3656E-08  0.1730E-01 -0.8671E-02 -0.2021E-03 -0.4262E-01 -0.8995E-02  0.4453E-01  0.1758E-01
     3  0.4600E+01  0.0000E+00  0.5015E-02  0.1080E-01  0.2915E-06 -0.1563E-01  0.2062E+00  0.3965E+00  0.2079E+00  0.7190E+00 -0.2945E+00  0.5318E+05  0.5318E+05  0.5318E+05 -0.7076E-03  0.1688E-01  0.2522E-09  0.1359E+00  0.6513E-08  0.1678E-01 -0.4195E-02 -0.3215E-02 -0.5306E-01  0.1965E-01  0.7297E-01  0.1238E-01
     4  0.6900E+01  0.8132E-16  0.4814E-02  0.1065E-01  0.2703E-06 -0.2900E-01  0.2082E+00  0.4101E+00  0.2447E+00  0.1150E+01 -0.4034E+00  0.5270E+05  0.5270E+05  0.5270E+05 -0.6726E-03  0.1417E-01  0.3091E-09  0.2771E+00  0.7238E-08  0.1372E-01 -0.7388E-02 -0.9436E-03 -0.9011E-01  0.1229E-01  0.9200E-01  0.2501E-01
     5  0.9200E+01  0.5421E-16  0.4626E-02  0.1036E-01  0.2440E-06 -0.2326E-01  0.2102E+00  0.3973E+00  0.2702E+00  0.1290E+01 -0.1063E+00  0.5167E+05  0.5167E+05  0.5167E+05 -0.7970E-03  0.1291E-01  0.3139E-09  0.3906E+00  0.5725E-08  0.1200E-01 -0.8471E-02 -0.1077E-02 -0.1069E-02 -0.2335E-01  0.1225E+00  0.3642E-01
     6  0.1150E+02  0.0000E+00  0.4519E-02  0.1053E-01  0.2279E-06 -0.2753E-01  0.2124E+00  0.4016E+00  0.2607E+00  0.1050E+01  0.1868E+00  0.5076E+05  0.5076E+05  0.5076E+05 -0.8233E-03  0.1471E-01  0.2786E-09  0.4487E+00  0.2930E-08  0.1366E-01 -0.8524E-02 -0.2634E-02 -0.7397E-01  0.1976E-01  0.1192E+00  0.3280E-01
     7  0.1380E+02 -0.5421E-16  0.4408E-02  0.1013E-01  0.2051E-06 -0.2554E-01  0.2148E+00  0.4296E+00  0.3045E+00  0.7844E+00  0.1614E+00  0.4992E+05  0.4992E+05  0.4992E+05 -0.5966E-03  0.1642E-01  0.2331E-09  0.4295E+00  0.1443E-08  0.1556E-01 -0.8496E-02 -0.8140E-03 -0.4047E-01 -0.7266E-02  0.8389E-01  0.2423E-01
     8  0.1610E+02  0.1084E-15  0.4333E-02  0.9827E-02  0.1911E-06 -0.2939E-01  0.2164E+00  0.4374E+00  0.3712E+00  0.7179E+00 -0.3261E-01  0.4956E+05  0.4956E+05  0.4956E+05 -0.9596E-03  0.1665E-01  0.2180E-09  0.3886E+00  0.7658E-09  0.1591E-01 -0.8867E-02 -0.2383E-02 -0.5232E-01 -0.3819E-02  0.8895E-01  0.2713E-01
     9  0.1840E+02 -0.8132E-16  0.4321E-02  0.9695E-02  0.1879E-06 -0.2244E-01  0.2162E+00  0.4167E+00  0.3653E+00  0.8292E+00 -0.1176E+00  0.4938E+05  0.4938E+05  0.4938E+05 -0.4916E-03  0.1557E-01  0.2329E-09  0.3668E+00  0.7378E-09  0.1478E-01 -0.9124E-02 -0.8748E-03 -0.6333E-01  0.2112E-01  0.1142E+00  0.3220E-01
    10  0.2070E+02  0.1084E-15  0.4283E-02  0.9269E-02  0.1802E-06 -0.2780E-01  0.2141E+00  0.3938E+00  0.3083E+00  0.8958E+00  0.6397E-02  0.4917E+05  0.4917E+05  0.4917E+05 -0.9133E-03  0.1465E-01  0.2383E-09  0.3758E+00  0.7437E-09  0.1372E-01 -0.7497E-02 -0.2483E-02 -0.2317E-01 -0.1754E-01  0.1104E+00  0.2840E-01
