 #NTuple/Z0                                                                     
  
 output from Ecalc9f version   2.09
  settings: 
    particle type:            2
    pzmin/pzmax:   0.000000000000000E+000 /   100.000000000000     
    transverse cuts:   0.000000000000000E+000  0.000000000000000E+000
    longitudinal cut:   0.000000000000000E+000
    RF frequency (MHz):    352.000000000000     
    sigma cut:    4.00000000000000     
    subtract out amplitude correlation
    wrnew9 =  F
 
regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
     1  0.0000E+00 -0.1626E-15  0.2845E-02  0.8741E-02  0.7109E-07  0.6180E-02  0.2112E+00  0.3837E+00  0.1754E+00  0.7939E+00  0.6894E-01  0.4603E+05  0.4603E+05  0.4603E+05  0.1666E-03  0.1431E-01  0.2203E-09  0.2744E+00  0.1491E-08  0.1405E-01 -0.5937E-02 -0.1686E-02 -0.5544E-01 -0.8033E-02  0.4644E-01  0.1422E-01
     2  0.1800E+01  0.0000E+00  0.2796E-02  0.8741E-02  0.6881E-07  0.8164E-02  0.2115E+00  0.3553E+00  0.2680E+00  0.7677E+00 -0.5958E-02  0.4590E+05  0.4590E+05  0.4590E+05  0.3021E-03  0.1455E-01  0.2175E-09  0.2914E+00  0.2778E-08  0.1427E-01 -0.9506E-02 -0.1813E-02 -0.6279E-01  0.1018E-01  0.6807E-01  0.3031E-01
     3  0.3600E+01  0.2168E-15  0.2754E-02  0.8573E-02  0.6709E-07  0.1402E-01  0.2108E+00  0.3238E+00  0.2105E+00  0.7824E+00 -0.3508E-01  0.4574E+05  0.4574E+05  0.4574E+05  0.2988E-03  0.1443E-01  0.2190E-09  0.3717E+00  0.3550E-08  0.1398E-01 -0.7027E-02 -0.1769E-02 -0.4670E-01 -0.1297E-01  0.7589E-01  0.1980E-01
     4  0.5400E+01 -0.5421E-16  0.2709E-02  0.8492E-02  0.6499E-07  0.1317E-01  0.2089E+00  0.3231E+00  0.1367E+00  0.8050E+00 -0.9561E-02  0.4558E+05  0.4558E+05  0.4558E+05  0.3339E-03  0.1429E-01  0.2226E-09  0.4557E+00  0.3662E-08  0.1361E-01 -0.7114E-02 -0.1616E-02 -0.6268E-01  0.7532E-02  0.7666E-01  0.2027E-01
     5  0.7200E+01 -0.5421E-16  0.2672E-02  0.8421E-02  0.6363E-07  0.2014E-01  0.2063E+00  0.3349E+00  0.1119E+00  0.7822E+00  0.4143E-01  0.4544E+05  0.4544E+05  0.4544E+05  0.4405E-03  0.1453E-01  0.2201E-09  0.5384E+00  0.3545E-08  0.1365E-01 -0.7744E-02 -0.1656E-02 -0.4825E-01 -0.9075E-02  0.8177E-01  0.2220E-01
     6  0.9000E+01 -0.1626E-15  0.2645E-02  0.8356E-02  0.6172E-07  0.2069E-01  0.2039E+00  0.3444E+00  0.1411E+00  0.7334E+00  0.4638E-01  0.4531E+05  0.4531E+05  0.4531E+05  0.3872E-03  0.1488E-01  0.2127E-09  0.5709E+00  0.2274E-08  0.1392E-01 -0.4574E-02 -0.1488E-02 -0.5717E-01  0.5469E-02  0.8499E-01  0.1198E-01
     7  0.1080E+02 -0.2168E-15  0.2629E-02  0.8282E-02  0.5991E-07  0.2054E-01  0.2023E+00  0.3422E+00  0.1858E+00  0.7264E+00 -0.1257E-01  0.4523E+05  0.4523E+05  0.4523E+05  0.5280E-03  0.1485E-01  0.2112E-09  0.5916E+00  0.1171E-08  0.1384E-01 -0.6879E-02 -0.1757E-02 -0.6642E-01  0.1875E-02  0.9301E-01  0.1910E-01
     8  0.1260E+02 -0.1084E-15  0.2578E-02  0.8138E-02  0.5709E-07  0.2287E-01  0.2019E+00  0.3307E+00  0.2032E+00  0.7682E+00 -0.6281E-01  0.4512E+05  0.4512E+05  0.4512E+05  0.4576E-03  0.1428E-01  0.2153E-09  0.5624E+00  0.4385E-09  0.1335E-01 -0.5003E-02 -0.1230E-02 -0.4969E-01 -0.2625E-02  0.8771E-01  0.1354E-01
     9  0.1440E+02 -0.1626E-15  0.2551E-02  0.7995E-02  0.5452E-07  0.2808E-01  0.2026E+00  0.3222E+00  0.1855E+00  0.8381E+00 -0.5519E-01  0.4501E+05  0.4501E+05  0.4501E+05  0.6644E-03  0.1351E-01  0.2224E-09  0.5151E+00 -0.3241E-09  0.1269E-01 -0.6031E-02 -0.1696E-02 -0.5806E-01 -0.9109E-02  0.8817E-01  0.1809E-01
    10  0.1620E+02  0.0000E+00  0.2522E-02  0.7927E-02  0.5233E-07  0.3086E-01  0.2042E+00  0.3286E+00  0.1672E+00  0.8748E+00 -0.1739E-01  0.4488E+05  0.4488E+05  0.4488E+05  0.6258E-03  0.1309E-01  0.2250E-09  0.4663E+00 -0.2566E-09  0.1242E-01 -0.7211E-02 -0.1222E-02 -0.5682E-01  0.1169E-01  0.8533E-01  0.2310E-01
