 #NTuple/Z0                                                                      
 output from Ecalc9f version   2.09
  settings: 
    particle type:            2
    pzmin/pzmax:    0.0000000000000000      /   100.00000000000000     
    transverse cuts:    0.0000000000000000        0.0000000000000000     
    longitudinal cut:    0.0000000000000000     
    RF frequency (MHz):    352.00000000000000     
    sigma cut:    4.0000000000000000     
    subtract out amplitude correlation
    wrnew9 =  F

regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
     1  0.0000E+00  0.0000E+00  0.2025E-02  0.6419E-02  0.2696E-07 -0.5853E-01  0.2114E+00  0.3066E+00  0.1117E+00  0.7117E+00  0.3527E-01  0.4158E+05  0.4158E+05  0.4158E+05 -0.1003E-02  0.1328E-01  0.1784E-09  0.5076E+00  0.1245E-08  0.1270E-01 -0.5845E-02 -0.8472E-02 -0.6061E-01  0.1184E-02  0.5920E-01  0.3775E-01
     2  0.1500E+01  0.0000E+00  0.2021E-02  0.6438E-02  0.2684E-07 -0.6018E-01  0.2101E+00  0.2207E+00  0.4606E+00  0.6920E+00 -0.1093E-01  0.4137E+05  0.4137E+05  0.4137E+05 -0.6389E-03  0.1327E-01  0.1777E-09  0.4507E+00  0.2532E-08  0.1284E-01 -0.6397E-02 -0.7416E-02 -0.3811E-01  0.5381E-03  0.7304E-01  0.3446E-01
     3  0.3000E+01  0.0000E+00  0.2044E-02  0.6292E-02  0.2735E-07 -0.6089E-01  0.2094E+00  0.1620E+00  0.1936E+00  0.7212E+00 -0.4179E-01  0.4112E+05  0.4112E+05  0.4112E+05 -0.1157E-02  0.1296E-01  0.1808E-09  0.4930E+00  0.3585E-08  0.1241E-01 -0.6939E-02 -0.8119E-02 -0.3904E-01 -0.5500E-02  0.4651E-01  0.4016E-01
     4  0.4500E+01  0.0000E+00  0.2078E-02  0.6187E-02  0.2830E-07 -0.5975E-01  0.2095E+00  0.1784E+00  0.6587E-01  0.7632E+00 -0.4032E-01  0.4094E+05  0.4094E+05  0.4094E+05 -0.9689E-03  0.1270E-01  0.1849E-09  0.5443E+00  0.3988E-08  0.1197E-01 -0.5653E-02 -0.8177E-02 -0.4386E-01  0.3722E-02  0.2226E-01  0.3523E-01
     5  0.6000E+01  0.0000E+00  0.2052E-02  0.6139E-02  0.2747E-07 -0.6362E-01  0.2099E+00  0.1911E+00  0.9362E-01  0.7927E+00 -0.8355E-02  0.4076E+05  0.4076E+05  0.4076E+05 -0.8136E-03  0.1260E-01  0.1872E-09  0.6137E+00  0.3939E-08  0.1171E-01 -0.6625E-02 -0.7576E-02 -0.5075E-01 -0.5444E-03  0.4230E-01  0.3768E-01
     6  0.7500E+01  0.0000E+00  0.1995E-02  0.6123E-02  0.2616E-07 -0.6247E-01  0.2106E+00  0.1897E+00  0.1240E+00  0.7847E+00  0.2118E-01  0.4060E+05  0.4060E+05  0.4060E+05 -0.1073E-02  0.1276E-01  0.1853E-09  0.6678E+00  0.3781E-08  0.1178E-01 -0.6800E-02 -0.8226E-02 -0.4164E-01 -0.4396E-02  0.4805E-01  0.4164E-01
     7  0.9000E+01  0.0000E+00  0.1954E-02  0.6049E-02  0.2493E-07 -0.6218E-01  0.2115E+00  0.1885E+00  0.1294E+00  0.7730E+00  0.3315E-01  0.4046E+05  0.4046E+05  0.4046E+05 -0.7720E-03  0.1293E-01  0.1819E-09  0.7313E+00  0.3407E-08  0.1184E-01 -0.6427E-02 -0.7898E-02 -0.4544E-01  0.3977E-02  0.4928E-01  0.3738E-01
     8  0.1050E+02  0.0000E+00  0.1924E-02  0.5996E-02  0.2393E-07 -0.6496E-01  0.2123E+00  0.1901E+00  0.1351E+00  0.7621E+00  0.2161E-01  0.4032E+05  0.4032E+05  0.4032E+05 -0.9146E-03  0.1304E-01  0.1790E-09  0.7672E+00  0.3131E-08  0.1190E-01 -0.7294E-02 -0.7889E-02 -0.4537E-01 -0.4207E-02  0.5392E-01  0.4118E-01
     9  0.1200E+02  0.0000E+00  0.1899E-02  0.5911E-02  0.2305E-07 -0.6158E-01  0.2130E+00  0.1922E+00  0.1532E+00  0.7527E+00  0.2465E-01  0.4018E+05  0.4018E+05  0.4018E+05 -0.8972E-03  0.1305E-01  0.1756E-09  0.7709E+00  0.2302E-08  0.1191E-01 -0.6904E-02 -0.8137E-02 -0.3933E-01 -0.9962E-03  0.4855E-01  0.4057E-01
    10  0.1350E+02  0.0000E+00  0.1877E-02  0.5829E-02  0.2191E-07 -0.6271E-01  0.2133E+00  0.1903E+00  0.1822E+00  0.7482E+00  0.3151E-01  0.4001E+05  0.4001E+05  0.4001E+05 -0.7801E-03  0.1295E-01  0.1732E-09  0.7596E+00  0.1255E-08  0.1188E-01 -0.7178E-02 -0.7779E-02 -0.4749E-01  0.2128E-02  0.4708E-01  0.4053E-01
