 #NTuple/Z0                                                                     
  
 output from Ecalc9f version   2.09
  settings: 
    particle type:            2
    pzmin/pzmax:   0.000000000000000E+000 /   100.000000000000     
    transverse cuts:   0.000000000000000E+000  0.000000000000000E+000
    longitudinal cut:   0.000000000000000E+000
    RF frequency (MHz):    704.000000000000     
    sigma cut:    4.00000000000000     
    subtract out amplitude correlation
    wrnew9 =  F
 
regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
     1  0.0000E+00 -0.1735E-14  0.1087E-02  0.2543E-02  0.3130E-08  0.9047E-01  0.2045E+00  0.1605E+00  0.1118E+00  0.8037E+00  0.1300E-01  0.3403E+05  0.3403E+05  0.3403E+05  0.7060E-03  0.7742E-02  0.1224E-09  0.6336E+00  0.2726E-08  0.7348E-02 -0.1509E-02 -0.5564E-03 -0.4203E-01 -0.3383E-02  0.3615E-01  0.3459E-02
     2  0.8000E+00  0.1301E-14  0.1074E-02  0.2580E-02  0.3124E-08  0.9350E-01  0.2049E+00  0.1267E+00  0.4514E+00  0.7433E+00  0.1776E+00  0.3395E+05  0.3395E+05  0.3395E+05  0.6941E-03  0.8224E-02  0.1192E-09  0.6663E+00  0.4352E-08  0.7826E-02 -0.1886E-02 -0.5962E-03 -0.2815E-02  0.2278E-03  0.4431E-01  0.4352E-02
     3  0.1600E+01 -0.1735E-14  0.1100E-02  0.2621E-02  0.3337E-08  0.8892E-01  0.2053E+00  0.8758E-01  0.3268E+00  0.6446E+00  0.2641E+00  0.3387E+05  0.3387E+05  0.3387E+05  0.6888E-03  0.9067E-02  0.1132E-09  0.6989E+00  0.6148E-08  0.8638E-02 -0.2028E-02 -0.8027E-03 -0.1891E-01 -0.4345E-03  0.4097E-01  0.4106E-02
     4  0.2400E+01 -0.1735E-14  0.1154E-02  0.2650E-02  0.3777E-08  0.8164E-01  0.2062E+00  0.8217E-01  0.9898E-01  0.5462E+00  0.2356E+00  0.3378E+05  0.3378E+05  0.3378E+05  0.6678E-03  0.9927E-02  0.1071E-09  0.7490E+00  0.7636E-08  0.9399E-02 -0.1530E-02 -0.5349E-03 -0.1981E-01  0.8874E-03  0.1283E-01  0.1752E-02
     5  0.3200E+01 -0.4337E-15  0.1184E-02  0.2615E-02  0.4123E-08  0.8141E-01  0.2071E+00  0.8957E-01  0.3923E-01  0.4861E+00  0.1408E+00  0.3370E+05  0.3370E+05  0.3370E+05  0.6796E-03  0.1055E-01  0.1025E-09  0.9028E+00  0.8447E-08  0.9761E-02 -0.2228E-02 -0.7474E-03 -0.1703E-01 -0.3801E-02  0.8307E-02  0.2951E-02
     6  0.4000E+01 -0.1735E-14  0.1179E-02  0.2604E-02  0.4264E-08  0.8230E-01  0.2079E+00  0.9313E-01  0.7397E-01  0.4742E+00  0.1934E-01  0.3363E+05  0.3363E+05  0.3363E+05  0.6850E-03  0.1095E-01  0.1010E-09  0.1111E+01  0.8558E-08  0.9795E-02 -0.1828E-02 -0.6356E-03 -0.1403E-01  0.1706E-02  0.1494E-01  0.2131E-02
     7  0.4800E+01 -0.4337E-15  0.1168E-02  0.2612E-02  0.4331E-08  0.8219E-01  0.2085E+00  0.9237E-01  0.1161E+00  0.4928E+00 -0.7964E-01  0.3356E+05  0.3356E+05  0.3356E+05  0.6792E-03  0.1112E-01  0.1023E-09  0.1260E+01  0.8369E-08  0.9669E-02 -0.2091E-02 -0.6725E-03 -0.1988E-01 -0.2664E-02  0.2212E-01  0.2729E-02
     8  0.5600E+01 -0.8674E-15  0.1152E-02  0.2659E-02  0.4415E-08  0.8478E-01  0.2087E+00  0.8908E-01  0.1417E+00  0.5323E+00 -0.1275E+00  0.3350E+05  0.3350E+05  0.3350E+05  0.6869E-03  0.1117E-01  0.1057E-09  0.1381E+01  0.7849E-08  0.9438E-02 -0.2097E-02 -0.6864E-03 -0.1124E-01  0.3092E-03  0.2423E-01  0.2776E-02
     9  0.6400E+01  0.0000E+00  0.1157E-02  0.2682E-02  0.4583E-08  0.8458E-01  0.2084E+00  0.8704E-01  0.1472E+00  0.5791E+00 -0.1209E+00  0.3344E+05  0.3344E+05  0.3344E+05  0.6913E-03  0.1113E-01  0.1096E-09  0.1472E+01  0.7260E-08  0.9073E-02 -0.1977E-02 -0.6592E-03 -0.1755E-01 -0.5586E-03  0.2713E-01  0.2611E-02
    10  0.7200E+01  0.4337E-15  0.1165E-02  0.2663E-02  0.4721E-08  0.8482E-01  0.2079E+00  0.8504E-01  0.1460E+00  0.6087E+00 -0.6564E-01  0.3335E+05  0.3335E+05  0.3335E+05  0.6952E-03  0.1118E-01  0.1112E-09  0.1542E+01  0.6399E-08  0.8757E-02 -0.2023E-02 -0.6660E-03 -0.1221E-01 -0.5587E-03  0.2758E-01  0.2674E-02
    11  0.8000E+01  0.1301E-14  0.1173E-02  0.2580E-02  0.4722E-08  0.8347E-01  0.2070E+00  0.8410E-01  0.1361E+00  0.6219E+00  0.3231E-01  0.3320E+05  0.3320E+05  0.3320E+05  0.6874E-03  0.1123E-01  0.1098E-09  0.1578E+01  0.5086E-08  0.8488E-02 -0.1916E-02 -0.6599E-03 -0.1281E-01 -0.8800E-03  0.2925E-01  0.2496E-02
    12  0.8800E+01 -0.4337E-15  0.1180E-02  0.2526E-02  0.4612E-08  0.8423E-01  0.2059E+00  0.8450E-01  0.1100E+00  0.5985E+00  0.1246E+00  0.3306E+05  0.3306E+05  0.3306E+05  0.6942E-03  0.1135E-01  0.1060E-09  0.1545E+01  0.3784E-08  0.8591E-02 -0.1801E-02 -0.6497E-03 -0.1473E-01 -0.7333E-03  0.2754E-01  0.2218E-02
    13  0.9600E+01  0.4337E-15  0.1166E-02  0.2473E-02  0.4279E-08  0.8359E-01  0.2048E+00  0.8666E-01  0.8211E-01  0.5474E+00  0.1858E+00  0.3287E+05  0.3287E+05  0.3287E+05  0.6899E-03  0.1143E-01  0.9992E-10  0.1484E+01  0.2491E-08  0.8936E-02 -0.1726E-02 -0.6533E-03 -0.1325E-01  0.4636E-04  0.2297E-01  0.1976E-02
    14  0.1040E+02  0.4337E-15  0.1153E-02  0.2457E-02  0.4012E-08  0.8592E-01  0.2038E+00  0.8873E-01  0.7463E-01  0.4891E+00  0.1778E+00  0.3274E+05  0.3274E+05  0.3274E+05  0.6957E-03  0.1160E-01  0.9410E-10  0.1427E+01  0.1621E-08  0.9378E-02 -0.1695E-02 -0.6099E-03 -0.1523E-01 -0.7060E-03  0.1884E-01  0.1772E-02
    15  0.1120E+02  0.4337E-15  0.1127E-02  0.2458E-02  0.3718E-08  0.8768E-01  0.2030E+00  0.8867E-01  0.7453E-01  0.4483E+00  0.1086E+00  0.3265E+05  0.3265E+05  0.3265E+05  0.6930E-03  0.1163E-01  0.9013E-10  0.1394E+01  0.8790E-09  0.9677E-02 -0.1500E-02 -0.6395E-03 -0.1522E-01 -0.1130E-02  0.1763E-01  0.1482E-02
    16  0.1200E+02  0.0000E+00  0.1094E-02  0.2432E-02  0.3385E-08  0.9294E-01  0.2025E+00  0.8896E-01  0.3633E-01  0.4342E+00 -0.4113E-02  0.3254E+05  0.3254E+05  0.3254E+05  0.7221E-03  0.1138E-01  0.8830E-10  0.1349E+01 -0.7075E-11  0.9705E-02 -0.1651E-02 -0.6341E-03 -0.1671E-01 -0.4196E-03  0.1896E-01  0.1749E-02
    17  0.1280E+02  0.4337E-15  0.1075E-02  0.2400E-02  0.3190E-08  0.9510E-01  0.2023E+00  0.9392E-01  0.3212E-02  0.4644E+00 -0.1154E+00  0.3244E+05  0.3244E+05  0.3244E+05  0.7179E-03  0.1085E-01  0.9080E-10  0.1286E+01 -0.4778E-09  0.9379E-02 -0.1520E-02 -0.6166E-03 -0.1393E-01 -0.3813E-03  0.1871E-01  0.1690E-02
    18  0.1360E+02  0.1735E-14  0.1061E-02  0.2376E-02  0.3044E-08  0.9785E-01  0.2024E+00  0.1020E+00  0.2891E-01  0.5264E+00 -0.1778E+00  0.3235E+05  0.3235E+05  0.3235E+05  0.7341E-03  0.1014E-01  0.9619E-10  0.1207E+01 -0.7175E-09  0.8847E-02 -0.1568E-02 -0.6403E-03 -0.2143E-01 -0.1136E-02  0.1993E-01  0.2014E-02
    19  0.1440E+02 -0.1301E-14  0.1043E-02  0.2364E-02  0.2925E-08  0.1010E+00  0.2026E+00  0.1029E+00  0.9666E-01  0.5948E+00 -0.1571E+00  0.3229E+05  0.3229E+05  0.3229E+05  0.7450E-03  0.9425E-02  0.1019E-09  0.1122E+01 -0.5496E-09  0.8279E-02 -0.1606E-02 -0.5899E-03 -0.1036E-01  0.7026E-03  0.2166E-01  0.2322E-02
    20  0.1520E+02 -0.4337E-15  0.1028E-02  0.2372E-02  0.2807E-08  0.1035E+00  0.2028E+00  0.9818E-01  0.1164E+00  0.6382E+00 -0.6955E-01  0.3224E+05  0.3224E+05  0.3224E+05  0.7484E-03  0.8936E-02  0.1056E-09  0.1059E+01 -0.7169E-10  0.7934E-02 -0.1731E-02 -0.6585E-03 -0.2001E-01  0.2860E-03  0.2709E-01  0.2974E-02
    21  0.1600E+02 -0.1301E-14  0.1013E-02  0.2384E-02  0.2696E-08  0.1066E+00  0.2032E+00  0.9537E-01  0.6495E-01  0.6458E+00  0.3254E-01  0.3218E+05  0.3218E+05  0.3218E+05  0.7632E-03  0.8772E-02  0.1064E-09  0.1015E+01  0.6307E-09  0.7902E-02 -0.1507E-02 -0.6258E-03 -0.1564E-01  0.1198E-03  0.2278E-01  0.2449E-02
    22  0.1680E+02 -0.8674E-15  0.1003E-02  0.2378E-02  0.2596E-08  0.1098E+00  0.2037E+00  0.9910E-01  0.3419E-01  0.6133E+00  0.1124E+00  0.3209E+05  0.3209E+05  0.3209E+05  0.7849E-03  0.8890E-02  0.1035E-09  0.9652E+00  0.1422E-08  0.8160E-02 -0.1909E-02 -0.6286E-03 -0.1748E-01 -0.1139E-02  0.1743E-01  0.3214E-02
    23  0.1760E+02 -0.1735E-14  0.9951E-03  0.2380E-02  0.2527E-08  0.1104E+00  0.2042E+00  0.1024E+00  0.5816E-01  0.5609E+00  0.1355E+00  0.3201E+05  0.3201E+05  0.3201E+05  0.7644E-03  0.9261E-02  0.9904E-10  0.9702E+00  0.2290E-08  0.8576E-02 -0.1643E-02 -0.6581E-03 -0.1763E-01 -0.2699E-03  0.1827E-01  0.2414E-02
