 #NTuple/Z0                                                                      
 output from Ecalc9f version   2.09
  settings: 
    particle type:            2
    pzmin/pzmax:    0.0000000000000000      /   100.00000000000000     
    transverse cuts:    0.0000000000000000        0.0000000000000000     
    longitudinal cut:    0.0000000000000000     
    RF frequency (MHz):    352.00000000000000     
    sigma cut:    4.0000000000000000     
    subtract out amplitude correlation
    wrnew9 =  F

regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
     1  0.0000E+00  0.0000E+00  0.2898E-02  0.8583E-02  0.7360E-07  0.1474E-01  0.2083E+00  0.3804E+00  0.2043E+00  0.8773E+00  0.4062E-01  0.4615E+05  0.4615E+05  0.4615E+05  0.4515E-03  0.1350E-01  0.2314E-09  0.3328E+00  0.1045E-08  0.1310E-01 -0.6415E-02 -0.1793E-02 -0.4861E-01  0.5454E-02  0.6190E-01  0.1864E-01
     2  0.1800E+01  0.1084E-15  0.2854E-02  0.8562E-02  0.7084E-07  0.1457E-01  0.2087E+00  0.3418E+00  0.2901E+00  0.8310E+00  0.4854E-01  0.4602E+05  0.4602E+05  0.4602E+05  0.3370E-03  0.1385E-01  0.2252E-09  0.3353E+00  0.1962E-08  0.1346E-01 -0.8666E-02 -0.1451E-02 -0.5662E-01 -0.6257E-03  0.7499E-01  0.2825E-01
     3  0.3600E+01 -0.5421E-16  0.2796E-02  0.8534E-02  0.6799E-07  0.1800E-01  0.2088E+00  0.3090E+00  0.2007E+00  0.8026E+00  0.1802E-01  0.4587E+05  0.4587E+05  0.4587E+05  0.3986E-03  0.1408E-01  0.2215E-09  0.3518E+00  0.2643E-08  0.1367E-01 -0.6259E-02 -0.2201E-02 -0.5635E-01  0.2016E-02  0.6974E-01  0.1749E-01
     4  0.5400E+01  0.1084E-15  0.2762E-02  0.8433E-02  0.6571E-07  0.1824E-01  0.2085E+00  0.3199E+00  0.1227E+00  0.8022E+00 -0.2460E-01  0.4571E+05  0.4571E+05  0.4571E+05  0.5405E-03  0.1404E-01  0.2208E-09  0.3798E+00  0.3090E-08  0.1358E-01 -0.7998E-02 -0.1259E-02 -0.6687E-01 -0.6649E-02  0.6371E-01  0.2310E-01
     5  0.7200E+01  0.5421E-16  0.2695E-02  0.8364E-02  0.6348E-07  0.2361E-01  0.2077E+00  0.3361E+00  0.1207E+00  0.8228E+00 -0.3026E-01  0.4556E+05  0.4556E+05  0.4556E+05  0.4129E-03  0.1388E-01  0.2239E-09  0.4226E+00  0.3576E-08  0.1332E-01 -0.6916E-02 -0.1842E-02 -0.4226E-01  0.9074E-03  0.6598E-01  0.1954E-01
     6  0.9000E+01  0.1084E-15  0.2673E-02  0.8282E-02  0.6202E-07  0.2691E-01  0.2066E+00  0.3497E+00  0.1507E+00  0.8339E+00 -0.9689E-02  0.4542E+05  0.4542E+05  0.4542E+05  0.6603E-03  0.1384E-01  0.2250E-09  0.4859E+00  0.3511E-08  0.1311E-01 -0.6779E-02 -0.1821E-02 -0.6642E-01 -0.5906E-02  0.8757E-01  0.2046E-01
     7  0.1080E+02  0.5421E-16  0.2628E-02  0.8288E-02  0.6049E-07  0.2951E-01  0.2054E+00  0.3493E+00  0.1859E+00  0.8246E+00  0.1412E-01  0.4528E+05  0.4528E+05  0.4528E+05  0.5624E-03  0.1400E-01  0.2240E-09  0.5403E+00  0.2965E-08  0.1313E-01 -0.6677E-02 -0.1058E-02 -0.4922E-01  0.6283E-02  0.9008E-01  0.1931E-01
     8  0.1260E+02 -0.5421E-16  0.2600E-02  0.8132E-02  0.5815E-07  0.2864E-01  0.2044E+00  0.3430E+00  0.2198E+00  0.8021E+00  0.1437E-01  0.4514E+05  0.4514E+05  0.4514E+05  0.5729E-03  0.1411E-01  0.2187E-09  0.5740E+00  0.1969E-08  0.1315E-01 -0.6243E-02 -0.2444E-02 -0.6303E-01 -0.3248E-02  0.9055E-01  0.1901E-01
     9  0.1440E+02  0.0000E+00  0.2559E-02  0.7990E-02  0.5546E-07  0.3077E-01  0.2041E+00  0.3275E+00  0.2149E+00  0.8033E+00 -0.8384E-02  0.4498E+05  0.4498E+05  0.4498E+05  0.7333E-03  0.1396E-01  0.2167E-09  0.5702E+00  0.9425E-09  0.1301E-01 -0.6238E-02 -0.7763E-03 -0.4886E-01 -0.2406E-03  0.8596E-01  0.1734E-01
    10  0.1620E+02 -0.5421E-16  0.2543E-02  0.7821E-02  0.5293E-07  0.3240E-01  0.2043E+00  0.3241E+00  0.1787E+00  0.8242E+00 -0.2660E-01  0.4485E+05  0.4485E+05  0.4485E+05  0.5431E-03  0.1357E-01  0.2168E-09  0.5374E+00  0.1818E-09  0.1272E-01 -0.6681E-02 -0.1897E-02 -0.6657E-01 -0.5964E-02  0.8694E-01  0.2057E-01
