 #NTuple/Z0                                                                      
 output from Ecalc9f version   2.09
  settings: 
    particle type:            2
    pzmin/pzmax:    0.0000000000000000      /   100.00000000000000     
    transverse cuts:    0.0000000000000000        0.0000000000000000     
    longitudinal cut:    0.0000000000000000     
    RF frequency (MHz):    352.00000000000000     
    sigma cut:    4.0000000000000000     
    subtract out amplitude correlation
    wrnew9 =  F

regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
     1  0.0000E+00  0.2168E-15  0.1974E-02  0.5852E-02  0.2349E-07  0.4970E-01  0.2042E+00  0.3274E+00  0.1618E+00  0.8015E+00 -0.1191E-02  0.4210E+05  0.4210E+05  0.4210E+05  0.7498E-03  0.1167E-01  0.1851E-09  0.4692E+00  0.3930E-09  0.1115E-01 -0.7898E-02 -0.2396E-02 -0.5666E-01 -0.1144E-02  0.7100E-01  0.3152E-01
     2  0.1400E+01  0.4337E-15  0.1949E-02  0.5817E-02  0.2268E-07  0.5746E-01  0.2046E+00  0.2850E+00  0.4580E+00  0.7858E+00  0.4759E-01  0.4192E+05  0.4192E+05  0.4192E+05  0.8626E-03  0.1167E-01  0.1827E-09  0.4310E+00  0.1461E-08  0.1125E-01 -0.7765E-02 -0.2169E-02 -0.3704E-01 -0.1903E-02  0.8376E-01  0.3070E-01
     3  0.2800E+01  0.2168E-15  0.1976E-02  0.5726E-02  0.2283E-07  0.5337E-01  0.2050E+00  0.2197E+00  0.4005E+00  0.7584E+00  0.7323E-01  0.4171E+05  0.4171E+05  0.4171E+05  0.7728E-03  0.1180E-01  0.1787E-09  0.4155E+00  0.2775E-08  0.1140E-01 -0.8363E-02 -0.2485E-02 -0.4524E-01 -0.5092E-02  0.8608E-01  0.3415E-01
     4  0.4200E+01 -0.6505E-15  0.2023E-02  0.5620E-02  0.2386E-07  0.5044E-01  0.2060E+00  0.2029E+00  0.2721E+00  0.7325E+00  0.6619E-01  0.4152E+05  0.4152E+05  0.4152E+05  0.8231E-03  0.1202E-01  0.1745E-09  0.4552E+00  0.3694E-08  0.1152E-01 -0.8098E-02 -0.2341E-02 -0.4016E-01  0.1348E-02  0.5988E-01  0.2984E-01
     5  0.5600E+01 -0.8674E-15  0.2058E-02  0.5499E-02  0.2444E-07  0.4594E-01  0.2069E+00  0.2087E+00  0.2387E+00  0.7203E+00  0.4422E-01  0.4136E+05  0.4136E+05  0.4136E+05  0.7427E-03  0.1220E-01  0.1711E-09  0.5240E+00  0.3881E-08  0.1152E-01 -0.8562E-02 -0.2408E-02 -0.5115E-01 -0.2074E-02  0.5444E-01  0.3198E-01
     6  0.7000E+01  0.0000E+00  0.2061E-02  0.5404E-02  0.2463E-07  0.4863E-01  0.2076E+00  0.2131E+00  0.2531E+00  0.7188E+00  0.2204E-01  0.4122E+05  0.4122E+05  0.4122E+05  0.7989E-03  0.1235E-01  0.1686E-09  0.5994E+00  0.3517E-08  0.1145E-01 -0.8536E-02 -0.2370E-02 -0.3888E-01 -0.5323E-02  0.5710E-01  0.3131E-01
     7  0.8400E+01  0.6505E-15  0.2053E-02  0.5291E-02  0.2425E-07  0.4862E-01  0.2079E+00  0.2133E+00  0.2661E+00  0.7265E+00  0.1317E-01  0.4102E+05  0.4102E+05  0.4102E+05  0.7394E-03  0.1235E-01  0.1670E-09  0.6489E+00  0.2946E-08  0.1128E-01 -0.8635E-02 -0.2401E-02 -0.4336E-01  0.1303E-02  0.6510E-01  0.3250E-01
     8  0.9800E+01  0.0000E+00  0.2044E-02  0.5195E-02  0.2375E-07  0.4915E-01  0.2077E+00  0.2114E+00  0.2719E+00  0.7335E+00  0.1767E-01  0.4083E+05  0.4083E+05  0.4083E+05  0.7933E-03  0.1231E-01  0.1657E-09  0.6807E+00  0.2313E-08  0.1111E-01 -0.8666E-02 -0.2483E-02 -0.4015E-01 -0.4357E-02  0.6862E-01  0.3317E-01
     9  0.1120E+02  0.6505E-15  0.2045E-02  0.5069E-02  0.2336E-07  0.5037E-01  0.2071E+00  0.2076E+00  0.2651E+00  0.7335E+00  0.4191E-01  0.4068E+05  0.4068E+05  0.4068E+05  0.7549E-03  0.1224E-01  0.1636E-09  0.6876E+00  0.1596E-08  0.1096E-01 -0.8367E-02 -0.2285E-02 -0.4203E-01 -0.4300E-03  0.6974E-01  0.3127E-01
    10  0.1260E+02 -0.4337E-15  0.2034E-02  0.4926E-02  0.2243E-07  0.5068E-01  0.2062E+00  0.2019E+00  0.2358E+00  0.7201E+00  0.6464E-01  0.4049E+05  0.4049E+05  0.4049E+05  0.7832E-03  0.1220E-01  0.1600E-09  0.6925E+00  0.9739E-09  0.1089E-01 -0.8366E-02 -0.2509E-02 -0.4203E-01 -0.3035E-02  0.6739E-01  0.3146E-01
    11  0.1400E+02 -0.6505E-15  0.2018E-02  0.4773E-02  0.2138E-07  0.5280E-01  0.2051E+00  0.1981E+00  0.1864E+00  0.6913E+00  0.7370E-01  0.4029E+05  0.4029E+05  0.4029E+05  0.8194E-03  0.1216E-01  0.1547E-09  0.6808E+00  0.5882E-09  0.1090E-01 -0.7939E-02 -0.2208E-02 -0.3963E-01 -0.2176E-02  0.6327E-01  0.2802E-01
    12  0.1540E+02 -0.2168E-15  0.2008E-02  0.4647E-02  0.2042E-07  0.5514E-01  0.2041E+00  0.2021E+00  0.1315E+00  0.6684E+00  0.4450E-01  0.4012E+05  0.4012E+05  0.4012E+05  0.8218E-03  0.1209E-01  0.1506E-09  0.6695E+00  0.1747E-09  0.1089E-01 -0.7986E-02 -0.2391E-02 -0.4634E-01 -0.1143E-02  0.6550E-01  0.2876E-01
    13  0.1680E+02 -0.4337E-15  0.1996E-02  0.4537E-02  0.1959E-07  0.5519E-01  0.2034E+00  0.2154E+00  0.1157E+00  0.6623E+00 -0.7006E-02  0.3997E+05  0.3997E+05  0.3997E+05  0.8460E-03  0.1184E-01  0.1485E-09  0.6300E+00 -0.5343E-10  0.1077E-01 -0.7591E-02 -0.2342E-02 -0.4308E-01 -0.2094E-02  0.6109E-01  0.2712E-01
    14  0.1820E+02 -0.4337E-15  0.1975E-02  0.4439E-02  0.1866E-07  0.5915E-01  0.2029E+00  0.2248E+00  0.1616E+00  0.6922E+00 -0.4832E-01  0.3984E+05  0.3984E+05  0.3984E+05  0.8985E-03  0.1137E-01  0.1504E-09  0.5956E+00 -0.2655E-09  0.1041E-01 -0.7680E-02 -0.2178E-02 -0.4446E-01 -0.3379E-02  0.6215E-01  0.2934E-01
    15  0.1960E+02  0.4337E-15  0.1955E-02  0.4376E-02  0.1792E-07  0.6184E-01  0.2027E+00  0.2191E+00  0.2093E+00  0.7350E+00 -0.4132E-01  0.3976E+05  0.3976E+05  0.3976E+05  0.8838E-03  0.1090E-01  0.1540E-09  0.5702E+00 -0.1927E-09  0.1002E-01 -0.7712E-02 -0.2356E-02 -0.4499E-01  0.1003E-02  0.6680E-01  0.3240E-01
    16  0.2100E+02  0.4337E-15  0.1933E-02  0.4316E-02  0.1718E-07  0.6448E-01  0.2029E+00  0.2091E+00  0.1937E+00  0.7573E+00  0.6726E-02  0.3966E+05  0.3966E+05  0.3966E+05  0.9734E-03  0.1059E-01  0.1552E-09  0.5466E+00  0.8387E-11  0.9803E-02 -0.7516E-02 -0.2272E-02 -0.4346E-01 -0.7174E-03  0.6407E-01  0.3243E-01
